question,RMV,REM,RGLAD,RLFC,truth,AND,OR,hard
5d0ea25944578a148061cba1,2,1,2,1,1,0,3,0
5d0ea29d44578a148063ea4e,4,4,4,4,1,4,4,0
5d0ea2d144578a1480659ac5,2,2,2,2,4,2,2,0
5d0ea51044578a148077ac16,2,1,1,1,1,0,3,0
5d0ea57744578a14807ac248,1,4,2,4,4,0,7,0
5d0ea5c344578a14807eef3e,2,5,2,5,1,0,7,0
5d0ea5d844578a1480801850,3,2,4,2,4,0,7,0
5d0ea63844578a14808561f7,1,4,1,4,1,0,5,0
5d0ea84244578a1480a34995,2,3,2,3,4,2,3,0
5d0ea86344578a1480a52b7b,1,1,1,1,1,1,1,0
5d0ea88844578a1480a71f28,3,4,3,4,3,0,7,0
5d0ea8a444578a1480a8b12e,4,4,4,4,4,4,4,0
5d0ea8c944578a1480aac820,3,3,3,3,2,3,3,0
5d0ea8de44578a1480abe935,1,1,1,1,1,1,1,0
5d0ea8e244578a1480ac3136,4,4,4,4,4,4,4,0
5d0eaa3144578a1480bf5c29,4,4,4,4,4,4,4,0
5d0eaa8344578a1480c2d3d6,1,1,1,1,1,1,1,0
5d0eac6e44578a1480ded4ce,1,1,1,1,1,1,1,0
5d0ead3744578a1480ea53e2,2,1,4,1,4,0,7,0
5d0ead6444578a1480ed32ad,2,3,2,3,1,2,3,0
5d0eada944578a1480f18b06,2,1,1,1,2,0,3,0
5d0eade244578a1480f49b47,2,4,4,4,4,0,6,0
5d0eae0944578a1480f6e71e,1,1,1,1,2,1,1,0
5d0eae3444578a1480f89946,1,1,1,1,2,1,1,0
5d0eae8c44578a1480fe544a,3,1,1,1,1,1,3,0
5d0eae9b44578a1480ff2171,1,1,1,1,1,1,1,0
5d0eaf0e44578a1480066b64,2,4,4,4,4,0,6,0
5d0eafb844578a14801242a0,2,2,2,2,2,2,2,0
5d0eb23c44578a1480375d5b,1,2,1,2,1,0,3,0
5d0eb40d44578a14804b7034,3,4,4,4,3,0,7,0
5d0eb44044578a14804f4624,1,1,1,1,1,1,1,0
5d0eb44944578a1480501e6c,2,2,2,2,2,2,2,0
5d0eb49e44578a148055aaab,1,1,1,1,2,1,1,0
5d0eb4f644578a14805c67d0,2,2,2,2,2,2,2,0
5d0eb5c144578a14806ca387,1,1,1,1,1,1,1,0
5d0eb5e844578a14807050a3,3,3,3,3,4,3,3,0
5d0eb61744578a148074ba37,2,3,3,3,3,2,3,0
5d0eb67c44578a14807e3759,3,4,4,4,4,0,7,0
5d0eb7a044578a1480916f33,3,3,3,3,3,3,3,0
5d0eb7d844578a148097955c,3,3,3,3,3,3,3,0
5d0eb80b44578a14809cb956,2,2,2,2,3,2,2,0
5d0eb87c44578a1480a761b9,2,2,2,2,2,2,2,0
5d0eba2244578a1480cdd4d9,2,1,1,1,1,0,3,0
5d0eba2844578a1480ce81db,3,4,4,4,4,0,7,0
5d0eba3244578a1480cfaf8c,1,1,1,1,1,1,1,0
5d0eba7444578a1480d604ae,2,2,2,2,2,2,2,0
5d0ebb2644578a1480dea0fa,1,1,1,1,1,1,1,0
5d0ebbc044578a1480e88cb5,3,3,3,3,4,3,3,0
5d0ebbc044578a1480e88f51,3,1,3,1,2,1,3,0
5d0ebbf244578a1480ee6a26,4,4,4,4,1,4,4,0
5d0ebcf444578a1480fef087,1,1,1,1,1,1,1,0
5d0ebd1544578a1480025177,1,1,1,1,1,1,1,0
5d0ebd7e44578a14800b0b7d,4,3,4,3,4,0,7,0
5d0ebdda44578a1480143b59,1,2,4,2,4,0,7,0
5d0ebe3144578a14801c7afd,1,1,1,1,1,1,1,0
5d0ebf1444578a148030cf55,1,4,1,4,1,0,5,0
5d0ebf1944578a14803168f0,1,1,1,1,1,1,1,0
5d0ebf8144578a1480343ada,4,4,4,4,4,4,4,0
5d0ebfa244578a14803756e3,3,3,4,3,2,0,7,0
5d0ec00a44578a148042759a,1,1,1,1,1,1,1,0
5d0ec12d44578a14805dade3,1,4,1,4,4,0,5,0
5d0ec27a44578a148076fc96,1,1,1,1,4,1,1,0
5d0ec28944578a14807858c3,2,4,4,4,2,0,6,0
5d0ec29b44578a14807a247a,3,3,3,3,4,3,3,0
5d0ec3c944578a1480932e7f,4,5,4,5,4,4,5,0
5d0ec59644578a14809a70a8,1,5,1,5,4,1,5,0
5d0ec6b844578a1480b1b4ac,2,4,4,4,4,0,6,0
5d0ec79144578a1480c59234,2,2,2,2,2,2,2,0
5d0ec82344578a1480d39220,4,3,4,3,4,0,7,0
5d0ec91444578a1480e42c32,4,4,4,4,4,4,4,0
5d0ec98344578a1480ea52c7,4,4,4,4,4,4,4,0
5d0ec9af44578a1480eebd17,2,2,4,2,4,0,6,0
5d0ec9b544578a1480ef52f7,4,4,4,4,4,4,4,0
5d0eca4344578a1480fc6742,4,4,4,4,4,4,4,0
5d0eca6a44578a1480fff8cd,1,1,1,1,1,1,1,0
5d0eca9544578a14800425af,3,3,3,3,4,3,3,0
5d0ecaf844578a14800d96be,3,4,4,4,4,0,7,0
5d0ecb3344578a148012fa54,4,4,4,4,4,4,4,0
5d0ecb3b44578a148013d288,4,2,4,2,4,0,6,0
5d0ecb8044578a1480172b43,2,5,2,5,1,0,7,0
5d0ecbdf44578a14801b8077,3,2,2,2,1,2,3,0
5d0ecc1644578a148020e852,2,1,2,1,2,0,3,0
5d0ecc1f44578a148021aaee,3,3,4,3,4,0,7,0
5d0ecc3544578a148023b83b,3,4,3,4,3,0,7,0
5d0ecc7544578a1480291e97,4,2,4,2,2,0,6,0
5d0ecc7d44578a1480299cee,3,4,4,4,4,0,7,0
5d0ecc9244578a14802b5cc5,1,1,1,1,1,1,1,0
5d0eccbc44578a14802f34fb,4,3,3,3,1,0,7,0
5d0eccc144578a14802fb586,1,1,1,1,1,1,1,0
5d0eccd144578a148031742d,1,1,1,1,4,1,1,0
5d0eccfe44578a148035d179,4,4,4,4,4,4,4,0
5d0ece4f44578a14804b404f,1,2,1,2,1,0,3,0
5d0ecef644578a148052f21f,4,4,4,4,4,4,4,0
5d0ecf7744578a148055d510,1,1,1,1,4,1,1,0
5d0ecf9844578a1480570871,2,4,3,4,3,0,7,0
5d0ed0a544578a148065654a,4,4,4,4,4,4,4,0
5d0ed0c244578a148068ef56,4,4,4,4,4,4,4,0
5d0ed0ee44578a14806e0011,1,1,1,1,1,1,1,0
5d0ed30244578a14808bb510,4,4,4,4,4,4,4,0
5d0ed37c44578a14808fcc4b,4,4,4,4,4,4,4,0
5d0ed5e544578a1480a51af9,4,4,4,4,2,4,4,0
5d0ed5f544578a1480a6b91d,4,3,4,3,4,0,7,0
5d0ed5fd44578a1480a79351,4,4,4,4,1,4,4,0
5d0ed61744578a1480a9bc9b,1,1,1,1,1,1,1,0
5d0ed6dc44578a1480ba3814,1,1,1,1,1,1,1,0
5d0ed7ad44578a1480d01972,1,4,4,4,4,0,5,0
5d0ed7d644578a1480d33e22,1,1,1,1,1,1,1,0
5d0ed7ed44578a1480d51d38,2,2,2,2,4,2,2,0
5d0ed9e144578a1480f60a2a,4,4,4,4,4,4,4,0
5d0eda0644578a1480f9a3aa,4,4,4,4,1,4,4,0
5d0edac644578a14800e5145,3,3,3,3,4,3,3,0
5d0edb6d44578a148016fdf0,1,2,1,2,1,0,3,0
5d0edc8744578a14801eef0c,1,1,1,1,1,1,1,0
5d0edce244578a14802483ab,4,4,4,4,1,4,4,0
5d0edd3c44578a14802d09e5,4,4,4,4,4,4,4,0
5d0edd5644578a14802f202c,2,2,2,2,4,2,2,0
5d0eddb644578a1480396d9c,4,4,4,4,4,4,4,0
5d0eddc744578a14803b9964,4,1,4,1,4,0,5,0
5d0eddd144578a14803c2d43,1,1,1,1,1,1,1,0
5d0eddf444578a14803f8702,4,2,4,2,1,0,6,0
5d0edf6444578a1480547a83,4,4,4,4,4,4,4,0
5d0ee02b44578a1480672599,4,4,4,4,1,4,4,0
5d0ee05944578a14806c58c2,4,2,4,2,4,0,6,0
5d0ee0c144578a148073d3ee,2,2,2,2,2,2,2,0
5d0ee0f144578a1480778814,1,1,1,1,1,1,1,0
5d0ee0fb44578a14807865a2,4,4,4,4,4,4,4,0
5d0ee0fe44578a148078c74d,1,5,1,5,3,1,5,0
5d0ee18244578a1480803892,1,1,1,1,1,1,1,0
5d0ee18b44578a1480812302,4,4,4,4,4,4,4,0
5d0ee1aa44578a148084d5c8,1,1,1,1,4,1,1,0
5d0ee1e844578a148089da13,4,4,4,4,4,4,4,0
5d0ee23244578a148090a3f9,2,4,2,4,2,0,6,0
5d0ee2a944578a14809ed9c6,4,4,4,4,2,4,4,0
5d0ee39d44578a1480a6947d,2,4,2,4,4,0,6,0
5d0ee3e944578a1480ad5c87,4,4,4,4,4,4,4,0
5d0ee43344578a1480b468d7,1,1,1,1,1,1,1,0
5d0ee43f44578a1480b5c0ed,5,5,5,5,1,5,5,0
5d0ee46444578a1480ba64e0,4,4,4,4,2,4,4,0
5d0ee47044578a1480bb29b5,1,1,1,1,2,1,1,0
5d0ee48c44578a1480bd4e5e,4,3,4,3,1,0,7,0
5d0ee49e44578a1480bf02d3,2,2,2,2,2,2,2,0
5d0ee4dc44578a1480c6161f,2,4,4,4,1,0,6,0
5d0ee4f344578a1480c8e6b1,4,4,4,4,2,4,4,0
5d0ee53844578a1480cf5f0c,4,4,4,4,4,4,4,0
5d0ee54f44578a1480d1ed05,3,3,3,3,3,3,3,0
5d0ee62b44578a1480e8b2d9,4,4,4,4,4,4,4,0
5d0ee64e44578a1480ec3c65,4,1,4,1,2,0,5,0
5d0ee64f44578a1480ec57bd,4,4,4,4,4,4,4,0
5d0ee90c44578a14800590bf,4,1,4,1,1,0,5,0
5d0eeb6844578a14802f2518,3,3,3,3,1,3,3,0
5d0eeb6b44578a14802f69bf,1,2,1,2,1,0,3,0
5d0eeb6d44578a14802f9177,4,4,4,4,4,4,4,0
5d0eebe944578a14803efe0d,4,1,4,1,4,0,5,0
5d0ef03e44578a14804f7e6d,4,4,4,4,4,4,4,0
5d0ef1f844578a14805e69de,4,4,4,4,4,4,4,0
5d0ef22444578a14806359c6,4,4,4,4,4,4,4,0
5d0ef2aa44578a1480712d54,3,3,3,3,4,3,3,0
5d0ef2de44578a148076a47e,4,4,4,4,4,4,4,0
5d0ef32544578a14807f34bd,4,4,4,4,1,4,4,0
5d0ef3ff44578a148099d1ce,4,1,4,1,1,0,5,0
5d0ef42144578a14809cf28f,1,1,1,1,1,1,1,0
5d0ef4bc44578a1480ae8b0a,4,4,4,4,1,4,4,0
5d0ef4cc44578a1480b02a76,1,1,1,1,1,1,1,0
5d0ef50f44578a1480b6ba6f,4,4,4,4,4,4,4,0
5d0ef59e44578a1480c5fd84,1,5,4,5,1,0,5,0
5d0ef5bb44578a1480c997b9,4,4,4,4,4,4,4,0
5d0ef5c644578a1480caae35,4,4,4,4,4,4,4,0
5d0ef66444578a1480dc3661,4,1,4,1,4,0,5,0
5d0ef67144578a1480ddd894,4,1,4,1,1,0,5,0
5d0ef6e644578a1480e9d714,4,4,4,4,4,4,4,0
5d0ef6e744578a1480e9e459,1,2,2,2,1,0,3,0
5d0ef6f344578a1480eb25a8,4,4,4,4,4,4,4,0
5d0ef71344578a1480eeb356,4,3,4,3,4,0,7,0
5d0ef74444578a1480f32f31,4,4,4,4,1,4,4,0
5d0ef7a044578a1480fba01b,4,4,4,4,4,4,4,0
5d0ef7a444578a1480fbfff3,4,4,4,4,4,4,4,0
5d0ef7c344578a1480fe8490,4,4,4,4,3,4,4,0
5d0ef8ec44578a14801efcc9,4,4,4,4,4,4,4,0
5d0ef91244578a1480232c88,4,4,4,4,4,4,4,0
5d0ef94e44578a1480297c6f,4,4,4,4,3,4,4,0
5d0ef98b44578a14802cb954,2,2,2,2,4,2,2,0
5d0ef9f844578a148036f2a9,4,3,4,3,4,0,7,0
5d0efa3f44578a14803e73c5,4,4,4,4,1,4,4,0
5d0efb1444578a1480489c17,1,1,1,1,1,1,1,0
5d0efb4144578a14804cc204,4,4,4,4,4,4,4,0
5d0efd3944578a148061a84d,1,1,1,1,1,1,1,0
5d0efe2b44578a1480708d09,5,2,2,2,4,0,7,0
5d0efe3c44578a1480723ca0,4,4,4,4,4,4,4,0
5d0efe5344578a1480740924,4,1,4,1,4,0,5,0
5d0efea844578a14807c1dd1,4,4,4,4,4,4,4,0
5d0effec44578a14809a91c3,4,1,4,1,2,0,5,0
5d0f003644578a1480a2bd62,1,1,1,1,1,1,1,0
5d0f00ab44578a1480abe76e,1,1,1,1,1,1,1,0
5d0f00f644578a1480b0842c,1,1,1,1,1,1,1,0
5d0f012e44578a1480b6abd2,1,1,1,1,1,1,1,0
5d0f014744578a1480b9801e,1,1,1,1,1,1,1,0
5d0f015044578a1480ba77ae,4,4,4,4,4,4,4,0
5d0f01f344578a1480c51b4e,5,5,5,5,4,5,5,0
5d0f020444578a1480c6db68,1,1,1,1,4,1,1,0
5d0f022b44578a1480cb1316,4,4,4,4,4,4,4,0
5d0f024044578a1480cc989f,4,4,4,4,3,4,4,0
5d0f024044578a1480cca4cf,3,3,3,3,1,3,3,0
5d0f036544578a1480d47f64,4,4,4,4,4,4,4,0
5d0f038244578a1480d6f726,4,4,4,4,4,4,4,0
5d0f038544578a1480d735ae,1,1,1,1,1,1,1,0
5d0fb0b444578a1480ec9c38,4,1,4,1,4,0,5,0
5d0fb13e44578a1480f6f691,1,2,4,2,1,0,7,0
5d0fb28744578a1480fee6bf,4,2,2,2,2,0,6,0
5d0fb41c44578a14800a59ee,4,3,4,3,4,0,7,0
5d0fb46444578a14800e64d8,4,4,4,4,4,4,4,0
5d0fb4d444578a148012fa28,4,1,4,1,1,0,5,0
5d0fb61144578a14802845d4,1,1,1,1,1,1,1,0
5d0fbb4b44578a14803ed0a6,2,4,2,4,4,0,6,0
5d0fbb9244578a1480434e0d,3,3,3,3,4,3,3,0
5d0fd0b144578a1e145df734,4,4,4,4,4,4,4,0
5d0fd1fc44578a1e146b4a92,4,4,4,4,1,4,4,0
5d0fee8044578a0ddc246731,1,1,1,1,1,1,1,0
5d0feeeb44578a0ddc286b64,1,1,1,1,4,1,1,0
5d0fef4f44578a0ddc2cd937,1,1,1,1,1,1,1,0
5d0ff00744578a0ddc2f3399,4,3,4,3,4,0,7,0
5d0ff57944578a0ddc4c5ff2,4,2,4,2,4,0,6,0
5d0ff5e044578a0ddc50cf02,4,4,4,4,4,4,4,0
5d0ff74a44578a0ddc60e805,4,4,4,4,2,4,4,0
5d0ff7c844578a0ddc675ba2,3,5,5,5,4,1,7,0
5d0ff7e244578a0ddc68b296,1,1,1,1,1,1,1,0
5d0ff7f944578a0ddc6a1a89,4,4,4,4,1,4,4,0
5d1022ee44578a0ddca119e7,4,3,4,3,3,0,7,0
5d10235644578a0ddca34a58,2,2,2,2,2,2,2,0
5d10248c44578a0ddcaadef2,4,4,4,4,4,4,4,0
5d1024ff44578a0ddcae2446,4,3,4,3,4,0,7,0
5d1025fe44578a0ddcb43c8c,4,2,2,2,4,0,6,0
5d1026f444578a0ddcba90b5,4,3,4,3,4,0,7,0
5d10292644578a0ddcc604f8,1,1,1,1,1,1,1,0
5d10293e44578a0ddcc689bf,4,1,4,1,1,0,5,0
5d1029b344578a0ddcc8d00e,4,1,4,1,1,0,5,0
5d102b0544578a0ddccd2be6,4,4,4,4,2,4,4,0
5d102da844578a0ddcd92780,3,3,3,3,3,3,3,0
5d102e2344578a0ddcdb9230,3,3,3,3,4,3,3,0
5d102eaf44578a0ddcde78bb,1,1,1,1,1,1,1,0
5d1030d044578a0ddce989bb,4,4,4,4,4,4,4,0
5d1030d644578a0ddce9b1c8,4,4,4,4,4,4,4,0
5d10312144578a0ddceb4823,1,1,1,1,1,1,1,0
5d10314844578a0ddcec121d,1,1,1,1,1,1,1,0
5d1034b944578a0ddcffd6a2,4,4,4,4,4,4,4,0
5d1035c744578a0ddc07af4f,4,2,4,2,2,0,6,0
5d1036c544578a0ddc0fa9d8,4,2,4,2,4,0,6,0
5d10375444578a0ddc14f8b2,4,4,4,4,1,4,4,0
5d1038dc44578a0ddc23548d,1,1,1,1,1,1,1,0
5d1039fd44578a0ddc2d7042,4,4,4,4,2,4,4,0
5d103a0e44578a0ddc2df3fd,4,4,4,4,1,4,4,0
5d103f2444578a0ddc566e09,4,4,4,4,4,4,4,0
5d1040c144578a0ddc6418db,4,1,4,1,1,0,5,0
5d10416e44578a0ddc6c4041,2,2,2,2,2,2,2,0
5d1041c544578a0ddc70af55,4,4,4,4,3,4,4,0
5d10436c44578a0ddc8b33a5,4,4,4,4,4,4,4,0
5d10437844578a0ddc8be5a7,4,4,4,4,4,4,4,0
5d10443244578a0ddc97ab1a,4,3,4,3,1,0,7,0
5d10443344578a0ddc97ba69,1,1,1,1,1,1,1,0
5d10446444578a0ddc9b3a92,4,2,4,2,1,0,6,0
5d10446644578a0ddc9b5ae0,1,2,1,2,1,0,3,0
5d1045c144578a0ddcb5174e,4,2,4,2,4,0,6,0
5d1045db44578a0ddcb65e0a,1,1,1,1,1,1,1,0
5d10463c44578a0ddcbdbf8c,2,2,2,2,4,2,2,0
5d10464244578a0ddcbe384b,4,4,4,4,4,4,4,0
5d1046f044578a0ddcc6c2fc,1,5,1,5,1,1,5,0
5d10493944578a0ddce6c931,2,2,2,2,2,2,2,0
5d10493e44578a0ddce72bdf,1,1,1,1,4,1,1,0
5d10495344578a0ddce8b28e,1,2,4,2,2,0,7,0
5d1185ee44578a0ddcfcf9b2,4,4,4,4,4,4,4,0
5d11866f44578a0ddc010fd5,1,1,4,1,1,0,5,0
5d11881c44578a0ddc0e8ead,4,4,4,4,4,4,4,0
5d118aa844578a0ddc20f03d,4,4,4,4,1,4,4,0
5d118ba244578a0ddc2855d4,2,1,4,1,1,0,7,0
5d118c4544578a0ddc2cc5b9,4,4,4,4,4,4,4,0
5d118dc844578a0ddc4406ba,4,1,4,1,4,0,5,0
5d118df544578a0ddc460c85,1,1,1,1,1,1,1,0
5d118e1944578a0ddc482ff9,4,4,4,4,4,4,4,0
5d118e7444578a0ddc5027a3,4,4,4,4,4,4,4,0
5d118ec444578a0ddc585589,4,4,4,4,2,4,4,0
5d118ee744578a0ddc5cba1d,1,1,1,1,1,1,1,0
5d118ef844578a0ddc5ece42,1,1,1,1,4,1,1,0
5d118eff44578a0ddc5f9433,4,4,4,4,4,4,4,0
5d118f1544578a0ddc622fa8,4,4,4,4,4,4,4,0
5d118f3544578a0ddc660395,1,1,1,1,1,1,1,0
5d118fd344578a0ddc734249,1,1,1,1,4,1,1,0
5d118fde44578a0ddc7428be,1,1,1,1,1,1,1,0
5d11902e44578a0ddc7a0486,1,1,1,1,1,1,1,0
5d11910344578a0ddc7f58a4,4,4,4,4,1,4,4,0
5d11912944578a0ddc81fc85,1,1,1,1,1,1,1,0
5d11915044578a0ddc8524de,4,4,4,4,4,4,4,0
5d11916444578a0ddc86c2fc,1,1,1,1,1,1,1,0
5d1191f544578a0ddc8e514f,4,3,1,3,1,0,7,0
5d11920144578a0ddc8f5792,4,4,4,4,4,4,4,0
5d1192ee44578a0ddc97691b,1,1,1,1,3,1,1,0
5d1192f144578a0ddc97a32e,2,2,2,2,4,2,2,0
5d1192fa44578a0ddc984b02,1,1,1,1,1,1,1,0
5d11939144578a0ddc9fcc6e,4,1,4,1,4,0,5,0
5d11950b44578a0ddcb1bb11,4,4,4,4,1,4,4,0
5d11950d44578a0ddcb1da9a,1,1,1,1,1,1,1,0
5d11950d44578a0ddcb1e457,1,1,1,1,1,1,1,0
5d11953d44578a0ddcb59a16,4,3,4,3,4,0,7,0
5d12ae6e44578a0ddcbe8fe7,1,1,1,1,1,1,1,0
5d12aee644578a0ddcc315e4,4,4,4,4,4,4,4,0
5d12b03844578a0ddcd44e66,4,4,4,4,2,4,4,0
5d12b05f44578a0ddcd7b38c,1,1,1,1,2,1,1,0
5d12b19f44578a0ddcf0c085,1,1,1,1,1,1,1,0
5d12b29344578a0ddc043723,4,3,3,3,4,0,7,0
5d12b32b44578a0ddc11bba8,4,2,1,2,1,0,7,0
5d12b36e44578a0ddc174563,4,4,4,4,4,4,4,0
5d12b45b44578a0ddc1fb309,4,4,4,4,2,4,4,0
5d12b4c044578a0ddc23be25,1,1,1,1,1,1,1,0
5d12b4d244578a0ddc24e359,1,3,1,3,1,1,3,0
5d12b5b544578a0ddc2f249a,4,3,4,3,4,0,7,0
5d17a61c44578a14a82b3f18,3,4,3,4,4,0,7,0
5d17a88844578a14a84b8978,4,4,4,4,4,4,4,0
5d17a8cd44578a14a84d5dd7,4,4,4,4,4,4,4,0
5d17a92844578a14a850f79b,4,4,4,4,4,4,4,0
5d17a9cf44578a14a8547f3e,3,3,3,3,1,3,3,0
5d17aa4944578a14a8568c53,1,2,1,2,1,0,3,0
5d17ac1e44578a14a8603ab2,4,4,4,4,4,4,4,0
5d17ac2e44578a14a86151f5,4,3,4,3,4,0,7,0
5d17acaa44578a14a86aaa1c,3,4,3,4,2,0,7,0
5d17acac44578a14a86ad755,1,1,3,1,1,1,3,0
5d17bb4a44578a14a86d3f7f,1,1,1,1,1,1,1,0
5d17bba244578a14a86febe3,4,4,4,4,4,4,4,0
5d17bbd844578a14a87188d9,1,1,1,1,1,1,1,0
5d17beea44578a14a895d7ea,4,4,4,4,2,4,4,0
5d17beed44578a14a89611d7,4,4,4,4,4,4,4,0
5d17c0e044578a14a8b4f725,1,1,1,1,1,1,1,0
5d17c14644578a14a8c0ddb7,1,1,1,1,1,1,1,0
5d17c18244578a14a8c9ac4c,1,1,1,1,1,1,1,0
5d17c1af44578a14a8d0aa3d,2,2,2,2,2,2,2,0
5d17c1ee44578a14a8da2dc8,1,1,1,1,1,1,1,0
5d17c1f044578a14a8da6de8,4,4,4,4,4,4,4,0
5d17c20044578a14a8dcf5b5,1,1,1,1,1,1,1,0
5d17c27e44578a14a8ea524d,2,4,2,4,2,0,6,0
5d17c30844578a14a8f87cf2,4,4,4,4,4,4,4,0
5d17c32544578a14a8fb59eb,3,3,3,3,3,3,3,0
5d17c38d44578a14a805d284,4,4,4,4,4,4,4,0
5d17c3ed44578a14a80f9891,1,1,1,1,1,1,1,0
5d17ca5644578a14a81ecf7d,1,1,1,1,1,1,1,0
5d17cb2544578a14a8358135,4,4,4,4,4,4,4,0
5d17cb6944578a14a83f396b,4,4,4,4,4,4,4,0
5d17cb7044578a14a8405d85,1,1,1,1,1,1,1,0
5d17cb7544578a14a84129bc,2,2,2,2,1,2,2,0
5d19358244578a14a8702a5f,4,4,4,4,4,4,4,0
5d19359d44578a14a872e2e0,1,1,1,1,1,1,1,0
5d1935a044578a14a873423b,1,1,1,1,1,1,1,0
5d19360844578a14a87e082b,1,1,1,1,1,1,1,0
5d19364444578a14a8842620,2,2,1,2,4,0,3,0
5d1936bb44578a14a8906b9b,4,3,4,3,4,0,7,0
5d1936f944578a14a896b9c9,4,4,4,4,4,4,4,0
5d19370944578a14a8985998,1,1,1,1,1,1,1,0
5d211c6f44578a14a89f3ca1,1,1,1,1,1,1,1,0
5d211cc544578a14a8a1a2f0,4,4,4,4,1,4,4,0
5d211df744578a14a8ae734e,4,4,4,4,4,4,4,0
5d211f3e44578a14a8bd00ea,4,2,4,2,4,0,6,0
5d211f5644578a14a8be2b02,4,3,4,3,2,0,7,0
5d211fce44578a14a8c476af,1,1,1,1,1,1,1,0
5d21209e44578a14a8d27005,4,4,4,4,4,4,4,0
5d2120a244578a14a8d2a88b,3,2,4,2,4,0,7,0
5d2120de44578a14a8d67067,1,1,1,1,1,1,1,0
5d2120ea44578a14a8d73a48,4,3,4,3,4,0,7,0
5d2122a844578a14a8ed6a98,1,1,1,1,1,1,1,0
5d2124e144578a14a80aeea7,1,1,1,1,1,1,1,0
5d2124ea44578a14a80b8df4,4,4,4,4,4,4,4,0
5d21256444578a14a812b239,1,1,1,1,1,1,1,0
5d21265e44578a14a820ece4,4,4,4,4,4,4,4,0
5d2126f444578a14a82924dd,4,2,4,2,4,0,6,0
5d21278744578a14a82f400b,4,4,4,4,4,4,4,0
5d21286b44578a14a83752c5,1,1,1,1,1,1,1,0
5d2129fd44578a14a84687fd,4,4,4,4,4,4,4,0
5d212a8544578a14a84a5d5b,4,4,4,4,2,4,4,0
5d212b1d44578a14a84f681f,1,1,1,1,1,1,1,0
5d212ba644578a14a855d5dd,1,1,1,1,1,1,1,0
5d212c3244578a14a85dd473,3,3,3,3,3,3,3,0
5d212cdc44578a14a861f279,4,4,4,4,4,4,4,0
5d212e1444578a14a87adf59,2,2,1,2,1,0,3,0
5d21320844578a14a8a7f08a,1,1,1,1,1,1,1,0
5d21328844578a14a8b0ea13,3,3,3,3,3,3,3,0
5d21334944578a14a8bd511a,1,1,1,1,1,1,1,0
5d21355c44578a14a8bf4ceb,4,4,4,4,4,4,4,0
5d2135b844578a14a8c1bbc3,4,4,4,4,4,4,4,0
5d21363d44578a14a8c50937,2,2,2,2,1,2,2,0
5d21373344578a14a8d02947,4,4,4,4,3,4,4,0
5d2137b644578a14a8d76aed,4,4,4,4,4,4,4,0
5d213a0a44578a14a8f70de8,4,3,4,3,5,0,7,0
5d213a0f44578a14a8f78443,1,1,1,1,1,1,1,0
5d213a2d44578a14a8faf30e,4,4,4,4,4,4,4,0
5d213ba144578a14a812f296,1,1,1,1,1,1,1,0
5d213fc444578a14a8211192,4,4,4,4,4,4,4,0
5d21402444578a14a823d809,1,1,1,1,1,1,1,0
5d21482744578a14a83a5e82,4,4,4,4,4,4,4,0
5d21484a44578a14a83b70af,1,1,1,1,1,1,1,0
5d215b1944578a14a86bf7bb,1,1,1,1,1,1,1,0
5d215d3044578a14a879333a,2,2,2,2,4,2,2,0
5d215f3f44578a14a889af2e,4,2,1,2,4,0,7,0
5d2161a844578a14a89a4195,1,1,1,1,1,1,1,0
5d21621744578a14a89f0907,4,4,2,4,2,0,6,0
5d2162a444578a14a8a6a18b,1,4,1,4,1,0,5,0
5d21639744578a14a8b5d3f1,4,4,4,4,4,4,4,0
5d2163e244578a14a8bbd911,1,1,1,1,1,1,1,0
5d21642844578a14a8bec435,1,5,5,5,4,1,5,0
5d21643144578a14a8bf8db3,1,1,1,1,1,1,1,0
5d21646f44578a14a8c3d870,2,2,2,2,2,2,2,0
5d21647444578a14a8c4167c,2,2,2,2,2,2,2,0
5d2164b144578a14a8c85dcf,3,3,3,3,3,3,3,0
5d2164ce44578a14a8ca6b2b,2,1,2,1,1,0,3,0
5d21652144578a14a8d339a5,3,3,3,3,3,3,3,0
5d21668644578a14a8e1ee74,2,2,1,2,2,0,3,0
5d21689e44578a14a8fed2fd,1,1,1,1,1,1,1,0
5d2169e944578a14a8101562,4,4,4,4,4,4,4,0
5d216cd744578a14a836d57e,1,1,1,1,1,1,1,0
5d2228b144578a14a84d5a2b,1,1,1,1,1,1,1,0
5d2228e844578a14a850804f,1,1,1,1,1,1,1,0
5d222a1444578a14a85e746c,1,1,1,1,1,1,1,0
5d222ab044578a14a8651340,1,1,1,1,1,1,1,0
5d2231ac44578a14a87f02b2,1,1,1,1,1,1,1,0
5d2231b644578a14a87ff96f,4,1,4,1,1,0,5,0
5d2231fd44578a14a885b83f,4,5,4,5,4,4,5,0
5d22342744578a14a89e0886,1,1,1,1,1,1,1,0
5d22346a44578a14a8a47bfe,4,2,4,2,4,0,6,0
5d2bb95144578a0d74161e5d,4,4,4,4,4,4,4,0
5d2bb9ad44578a0d741a45d6,1,1,1,1,1,1,1,0
5d2bba5244578a0d742232b1,1,2,4,2,2,0,7,0
5d2bbaca44578a0d742874b7,4,2,4,2,4,0,6,0
5d2bbb7944578a0d7431c6fa,4,2,4,2,4,0,6,0
5d2bbbab44578a0d7433bdee,1,1,1,1,1,1,1,0
5d2bbc7844578a0d743d2b72,4,4,4,4,4,4,4,0
