,iid,A1,A2,A3,age,sex,org,hour,weekday,result,truth
1747,5d0a2f2d44578a00e0946f6a,0,0,1,>=40,male,is-org,20,Wed,0,0
1748,5de41c1344578a15c886d7b6,0,0,0,30-39,female,non-org,13,Sat,0,0
1749,5de41c3644578a15c888f0a4,0,0,0,19-29,male,non-org,14,Thu,0,0
1750,5de41d4c44578a15c89e23fe,0,0,0,>=40,male,non-org,18,Sat,0,0
1751,5de41d3f44578a15c89d5972,1,0,1,<=18,female,non-org,18,Sat,1,1
1752,5de41df344578a15c8a84c5a,0,0,0,>=40,male,is-org,09,Mon,0,0
1753,5de41e6844578a15c8abfbac,0,0,0,19-29,male,non-org,19,Sat,0,0
1754,5de41f0a44578a15c8b06376,0,0,0,>=40,male,non-org,10,Mon,0,0
1755,5de420a244578a15c8c432ed,0,0,0,>=40,male,non-org,19,Sun,0,0
1756,5de420ac44578a15c8c4bc20,0,0,1,>=40,female,non-org,08,Sat,0,1
1757,5de420cf44578a15c8c6cb49,1,0,1,>=40,male,non-org,21,Sat,1,1
1758,5de4217b44578a15c8d0bcf7,0,0,0,19-29,male,non-org,23,Sun,0,0
1759,5de4226044578a15c8dde3d8,0,0,0,19-29,female,non-org,22,Sun,0,0
1760,5de4227544578a15c8df13b4,1,1,1,30-39,male,non-org,09,Tue,1,1
1761,5de4234b44578a15c8eb8cd5,0,0,0,30-39,male,non-org,14,Mon,0,0
1762,5de4236644578a15c8ed365f,1,1,0,>=40,male,non-org,09,Sat,1,0
1763,5de4244244578a15c8f9ff1f,0,0,0,30-39,female,non-org,11,Tue,0,0
1764,5d0db03544578a0ea441bb84,1,0,1,30-39,female,non-org,16,Sat,1,1
1765,5de4246744578a15c8fbb14c,0,0,1,30-39,female,non-org,19,Tue,0,1
1766,5de424bb44578a15c8006e1f,0,0,0,19-29,male,non-org,11,Sat,0,0
1767,5de4255744578a15c806121d,1,1,1,19-29,male,non-org,18,Tue,1,1
1768,5de4274d44578a15c82075ad,1,1,1,30-39,female,non-org,14,Tue,1,1
1769,5de427c044578a15c82677d4,0,0,0,>=40,male,is-org,14,Tue,0,0
1770,5de427f144578a15c828f29c,0,0,0,19-29,female,non-org,15,Sat,0,0
1771,5de428c444578a15c834c37b,1,1,1,19-29,female,non-org,20,Mon,1,1
1772,5de428f944578a15c8394464,1,1,1,30-39,female,non-org,06,Mon,1,1
1773,5de4290b44578a15c83b21d9,0,0,0,30-39,male,non-org,16,Tue,0,0
1774,5de4295e44578a15c8420771,1,0,0,19-29,female,non-org,10,Mon,0,0
1775,5de4296f44578a15c843df5a,0,0,0,19-29,male,non-org,18,Sat,0,0
1776,5de4297144578a15c8440b7a,0,1,0,<=18,female,non-org,09,Mon,0,0
1777,5de429d244578a15c84d880c,0,0,0,30-39,female,non-org,18,Sat,0,0
1778,5de42f1b44578a15c8b65394,1,0,0,30-39,female,non-org,08,Tue,0,0
1779,5de42a0144578a15c850b6f4,0,0,0,30-39,male,non-org,19,Sat,0,0
1780,5de42b0744578a15c85da88d,0,0,0,>=40,female,non-org,10,Mon,0,0
1781,5d0dfe4144578a0ea490c3ed,1,0,0,>=40,female,non-org,10,Tue,0,0
1782,5de42b1044578a15c85e8009,1,0,0,>=40,female,non-org,13,Thu,0,0
1783,5d0ed37c44578a14808fcc4b,0,0,0,>=40,female,non-org,00,Sun,0,0
1784,5de42b2944578a15c860f479,0,1,1,30-39,male,non-org,23,Mon,1,1
1785,5d91bf4f44578a1f4881d8ca,0,0,0,30-39,male,non-org,16,Mon,0,0
1786,5de42bc244578a15c86c792e,0,0,0,>=40,male,non-org,21,Sat,0,0
1787,5de42bc944578a15c86cf2c2,0,0,0,30-39,male,non-org,13,Thu,0,0
1788,5de42c6844578a15c87be80a,0,0,0,19-29,male,non-org,16,Thu,0,0
1789,5de42c6844578a15c87bf88e,1,1,1,>=40,male,is-org,22,Sat,1,1
1790,5de42c7044578a15c87ccd84,0,0,1,>=40,female,non-org,08,Wed,0,1
1791,5de43b8344578a15c88f8178,1,0,1,>=40,female,non-org,19,Mon,1,1
1792,5d52e91b44578a1f48c7177f,0,1,1,>=40,female,non-org,19,Mon,1,1
1793,5d0eb49e44578a148055aaab,0,1,1,>=40,female,non-org,07,Fri,1,0
1794,5d22342744578a14a89e0886,1,1,0,>=40,female,non-org,09,Sun,1,1
1795,5d0dc70744578a0ea4f0cd25,1,1,1,>=40,female,non-org,19,Sun,1,1
1796,5d0df43644578a0ea4b67360,1,0,1,>=40,female,non-org,19,Wed,1,1
1797,5d0df54c44578a0ea4d5cc4c,1,1,1,>=40,female,non-org,13,Sun,1,0
1798,5de42c8d44578a15c87f0e78,0,1,0,>=40,male,is-org,16,Mon,0,0
1799,5de42cb044578a15c881ceac,1,1,1,>=40,female,non-org,13,Mon,1,1
1800,5de42e3f44578a15c8a0887f,1,1,0,>=40,male,non-org,17,Thu,1,1
1801,5de42eda44578a15c8af9fb8,0,1,0,>=40,male,is-org,02,Sun,0,0
1802,5de42ee244578a15c8b082de,1,0,0,30-39,male,non-org,07,Tue,0,0
1803,5de42fc444578a15c8c6f2c7,0,0,0,19-29,female,non-org,18,Thu,0,0
1804,5de42fed44578a15c8ca96d9,0,1,1,30-39,male,non-org,21,Mon,1,1
1805,5de4314f44578a15c8ea7e74,0,0,0,>=40,male,non-org,07,Sun,0,0
1806,5de4321d44578a15c8ff3e9b,0,0,0,>=40,male,is-org,14,Sat,0,0
1807,5de432e044578a15c8152af4,0,0,0,>=40,male,non-org,18,Wed,0,0
1808,5de432e444578a15c815b598,1,0,0,<=18,male,non-org,12,Sun,0,0
1809,5de4330444578a15c819d786,0,1,1,30-39,male,non-org,10,Sun,1,0
1810,5de4334944578a15c82166c7,1,0,1,30-39,male,non-org,12,Sun,1,1
1811,5de433ba44578a15c82c79fd,0,0,1,30-39,female,non-org,05,Tue,0,0
1812,5de4349d44578a15c83be7c9,0,0,0,>=40,male,non-org,22,Sat,0,0
1813,5de434a044578a15c83c365a,0,0,0,19-29,male,non-org,19,Wed,0,0
1814,5de434aa44578a15c83d891f,0,1,0,30-39,male,non-org,21,Wed,0,0
1815,5de4359144578a15c8575a10,0,0,1,19-29,female,non-org,21,Wed,0,0
1816,5de435e744578a15c85fad35,0,0,0,19-29,male,non-org,10,Fri,0,0
1817,5de4361444578a15c864d222,0,1,0,30-39,male,non-org,15,Mon,0,0
1818,5de4365944578a15c86c6377,0,0,0,>=40,female,non-org,18,Sun,0,0
1819,5de4370f44578a15c87f3eb7,1,0,1,19-29,male,non-org,18,Mon,1,1
1820,5de43bf444578a15c891e6e9,0,0,0,30-39,male,non-org,16,Fri,0,0
1821,5de43c4444578a15c8938aee,0,1,1,30-39,male,non-org,17,Mon,1,1
1822,5de43c4f44578a15c893c939,0,1,1,30-39,female,non-org,07,Sun,1,1
1823,5de43db444578a15c8ad91ed,0,0,0,>=40,female,non-org,15,Fri,0,0
1824,5d5452ee44578a1f486c817b,0,0,0,>=40,female,non-org,16,Fri,0,0
1825,5de43dc944578a15c8af63c4,0,0,1,19-29,male,non-org,08,Thu,0,1
1826,5de43e3244578a15c8b7dda6,0,0,0,19-29,male,non-org,08,Thu,0,0
1827,5de43e8f44578a15c8be80a6,0,0,0,19-29,male,non-org,17,Fri,0,0
1828,5de43ebc44578a15c8c1f1ba,0,0,0,<=18,male,non-org,10,Thu,0,0
1829,5de43ec744578a15c8c31ba3,0,0,0,30-39,female,non-org,09,Thu,0,1
1830,5de43f0244578a15c8c7566c,0,0,0,>=40,female,non-org,02,Sun,0,0
1831,5de43f2744578a15c8cb1140,0,0,0,30-39,male,non-org,20,Fri,0,0
1832,5de43ff644578a15c8dac7b7,1,0,1,30-39,male,non-org,11,Thu,1,0
1833,5de4400944578a15c8dca15b,0,1,1,>=40,male,non-org,12,Sun,1,1
1834,5d6e42ab44578a1f48c6a603,0,1,1,>=40,male,non-org,14,Sat,1,1
1835,5d118aa844578a0ddc20f03d,0,0,1,>=40,male,non-org,08,Fri,0,1
1836,5de4401244578a15c8dd78e6,0,1,0,30-39,male,non-org,20,Fri,0,0
1837,5de4404144578a15c8e2525e,0,0,0,>=40,male,non-org,08,Thu,0,0
1838,5de440be44578a15c8e9253a,0,1,1,30-39,male,non-org,20,Fri,1,1
1839,5de441e844578a15c8f43ba6,0,0,0,>=40,male,is-org,10,Thu,0,0
1840,5de441ea44578a15c8f472aa,0,0,0,30-39,female,non-org,23,Fri,0,0
1841,5de441eb44578a15c8f487f2,1,0,0,>=40,male,non-org,07,Mon,0,1
1842,5d0de7f544578a0ea4a49761,1,0,0,>=40,male,non-org,10,Thu,0,0
1843,5de441c844578a15c8f1b947,1,1,1,>=40,male,is-org,20,Fri,1,1
1844,5de4426144578a15c8fa5d57,1,1,1,>=40,female,non-org,14,Sun,1,1
1845,5de4455344578a15c817ede9,0,1,1,30-39,male,non-org,14,Sun,1,0
1846,5de4476944578a15c83b1677,0,0,0,<=18,male,non-org,05,Sat,0,0
1847,5de4483f44578a15c84dae0f,0,0,0,>=40,female,is-org,11,Sun,0,0
1848,5de4486844578a15c8516385,1,1,1,>=40,male,non-org,09,Sat,1,1
1849,5de459ec44578a15c8684e27,1,1,1,>=40,male,non-org,09,Fri,1,1
1850,5de4489144578a15c8555608,0,0,0,>=40,male,non-org,21,Sun,0,0
1851,5de448c444578a15c85a9d55,0,0,0,19-29,female,non-org,09,Sat,0,0
1852,5d0ebbc044578a1480e88f51,0,1,0,19-29,female,non-org,13,Sun,0,0
1853,5de449de44578a15c86d8968,0,1,0,19-29,female,non-org,16,Mon,0,0
1854,5de44a3844578a15c8749240,0,0,0,>=40,male,is-org,11,Sat,0,0
1855,5de44a8d44578a15c87c4b17,0,1,0,>=40,male,non-org,09,Tue,0,0
1856,5de44b7144578a15c89148d4,0,0,0,>=40,male,is-org,13,Tue,0,0
1857,5de44b8f44578a15c89453fa,1,0,0,19-29,female,non-org,17,Sun,0,0
1858,5de44ba144578a15c8963214,0,0,0,19-29,male,non-org,13,Tue,0,0
1859,5de44c0544578a15c8a0558c,0,0,1,19-29,male,non-org,19,Sun,0,1
1860,5de44cd044578a15c8a56e9f,1,0,1,19-29,female,non-org,20,Sun,1,0
1861,5de44d0844578a15c8a99781,0,0,0,19-29,male,non-org,15,Sat,0,0
1862,5de44dd344578a15c8b8ff63,0,0,0,<=18,female,non-org,15,Tue,0,0
1863,5de44e0744578a15c8bccd8c,0,0,0,19-29,male,non-org,15,Sat,0,0
1864,5de44e1944578a15c8be1536,1,1,1,19-29,female,non-org,17,Sat,1,1
1865,5de44e5144578a15c8c05f54,1,1,1,19-29,male,non-org,16,Tue,1,1
1866,5de44ebe44578a15c8c5cfe2,0,0,0,30-39,male,non-org,22,Sun,0,0
1867,5de4504344578a15c8cb7b06,0,1,1,30-39,female,non-org,14,Tue,1,1
1868,5de4504444578a15c8cb9252,0,1,0,>=40,male,non-org,08,Mon,0,0
1869,5d34c61244578a153c4d8d35,1,0,1,>=40,male,non-org,23,Mon,1,1
1870,5de450a144578a15c8d1d781,0,0,0,>=40,female,non-org,22,Sun,0,0
1871,5de450e544578a15c8d70e19,0,0,0,30-39,male,non-org,12,Fri,0,0
1872,5de4518e44578a15c8e2d8ac,1,1,0,30-39,male,non-org,11,Fri,1,1
1873,5de451af44578a15c8e4c6b4,1,0,0,30-39,female,non-org,10,Mon,0,0
1874,5de451b844578a15c8e57a4c,0,0,0,<=18,male,is-org,14,Fri,0,0
1875,5de4525644578a15c8effa9f,0,1,1,>=40,male,non-org,18,Sat,1,1
1876,5d90d77044578a1f489c5d2c,1,0,0,>=40,male,non-org,12,Sun,0,1
1877,5d17c18244578a14a8c9ac4c,0,1,1,>=40,male,non-org,14,Tue,1,1
1878,5de452ea44578a15c8fb8a22,1,1,1,30-39,male,non-org,12,Fri,1,1
1879,5de455c744578a15c82b5acb,1,1,1,>=40,male,non-org,08,Thu,1,1
1880,5de4562244578a15c83354d1,1,1,1,30-39,male,non-org,11,Thu,1,1
1881,5de4566c44578a15c83891dd,1,0,0,19-29,male,non-org,10,Thu,0,0
1882,5de45a3444578a15c86b4a2f,0,0,1,30-39,male,non-org,10,Fri,0,0
1883,5de45a5444578a15c86d6e92,0,0,1,>=40,male,non-org,12,Fri,0,0
1884,5de45c1444578a15c88a52cd,1,0,0,19-29,female,is-org,20,Fri,0,0
1885,5de45d6f44578a15c8a47c8d,0,0,0,>=40,male,non-org,10,Sat,0,0
1886,5de45d8344578a15c8a5eb50,0,0,0,30-39,female,non-org,09,Sat,0,0
1887,5de45d7c44578a15c8a54825,0,0,0,>=40,male,non-org,11,Sat,0,1
1888,5de46a6644578a15c8a837a8,1,1,1,30-39,female,non-org,12,Sat,1,1
1889,5de46a8a44578a15c8ab034a,1,0,0,19-29,male,non-org,14,Sat,0,0
1890,5de46ad044578a15c8afc2c9,1,0,0,19-29,male,non-org,14,Sat,0,0
1891,5de46b3544578a15c8b55acd,0,0,0,19-29,male,non-org,14,Sat,0,0
1892,5de46be444578a15c8c016be,0,1,0,>=40,male,non-org,21,Sat,0,0
1893,5de46bf644578a15c8c1d892,0,0,0,30-39,male,non-org,20,Sat,0,0
1894,5d34d82744578a153c639f07,0,0,1,30-39,male,non-org,18,Thu,0,0
1895,5de46bff44578a15c8c2b254,1,1,0,30-39,female,non-org,22,Sat,1,0
1896,5de70d1744578a15c8d9e4bf,0,1,1,30-39,male,non-org,20,Tue,1,1
1897,5de70d5444578a15c8df1ded,0,0,0,>=40,male,non-org,19,Tue,0,0
1898,5de70f7044578a15c807d33b,1,1,0,19-29,female,non-org,12,Wed,1,0
1899,5de70fc344578a15c80d32a0,1,1,0,30-39,male,non-org,14,Wed,1,1
1900,5de714c244578a15c83735aa,0,0,0,19-29,male,non-org,08,Thu,0,0
1901,5de714d944578a15c8397d95,0,0,0,>=40,female,is-org,12,Thu,0,0
1902,5d0ef22444578a14806359c6,0,0,0,>=40,female,is-org,08,Mon,0,0
1903,5de7151144578a15c83d2b18,0,0,0,>=40,male,is-org,14,Thu,0,0
1904,5de7151444578a15c83d6890,1,1,0,>=40,male,is-org,11,Thu,1,1
1905,5de7157c44578a15c8477539,0,0,0,>=40,male,non-org,14,Thu,0,0
1906,5de43d9044578a15c8aa2606,0,0,0,30-39,male,non-org,17,Mon,0,0
1907,5de4451f44578a15c8144f6d,0,0,0,30-39,male,non-org,09,Sun,0,0
1908,5de448e044578a15c85d554c,0,0,0,>=40,male,non-org,15,Mon,0,0
1909,5de44be344578a15c89cde0e,0,0,0,19-29,female,non-org,14,Tue,0,0
1910,5d91a09644578a1f485c78ba,1,0,0,19-29,female,non-org,13,Tue,0,1
1911,5de44e7d44578a15c8c45005,0,0,0,>=40,male,non-org,14,Sat,0,0
1912,5de4524544578a15c8ee9919,0,0,0,<=18,male,is-org,11,Fri,0,0
1913,5de4525444578a15c8efc8b6,0,0,0,30-39,male,non-org,21,Sat,0,0
1914,5de452a844578a15c8f7890b,0,0,0,>=40,male,is-org,11,Mon,0,0
1915,5de4543044578a15c8119ada,0,0,0,30-39,female,non-org,20,Wed,0,0
1916,5de4568444578a15c83abd96,1,0,0,>=40,male,non-org,13,Thu,0,0
1917,5de4579744578a15c847f7ad,0,0,0,19-29,female,non-org,18,Thu,0,0
1918,5de4599b44578a15c863f574,0,0,0,>=40,male,non-org,07,Fri,0,0
1919,5de45d2f44578a15c89f4710,0,1,1,19-29,male,non-org,09,Sat,1,1
1920,5de46bce44578a15c8bdf804,0,1,1,19-29,female,non-org,20,Sat,1,1
1921,5de70df244578a15c8e4d93c,0,0,0,19-29,male,non-org,01,Wed,0,0
1922,5de70f5a44578a15c805b32e,1,1,0,19-29,female,non-org,13,Wed,1,1
1923,5de70f5b44578a15c805cb2a,0,0,0,>=40,male,non-org,15,Wed,0,0
1924,5de715b844578a15c84d6867,0,0,0,>=40,male,non-org,20,Thu,0,0
1925,5de717ba44578a15c8566a48,1,1,0,>=40,male,non-org,20,Thu,1,1
1926,5d0a385f44578a00e0f4da71,0,0,0,>=40,male,non-org,18,Sun,0,0
1927,5de717ed44578a15c857a397,1,1,1,19-29,female,non-org,21,Thu,1,1
1928,5de7191244578a15c86a84a7,0,0,0,30-39,male,non-org,09,Fri,0,0
1929,5de7197d44578a15c86e9a1a,0,1,1,30-39,female,non-org,08,Fri,1,1
1930,5d47b7c944578a1f48aec5a2,1,0,0,30-39,male,non-org,14,Mon,0,0
1931,5d47bc1244578a1f48000f0a,0,1,0,30-39,female,non-org,20,Sat,0,1
1932,5d52de1444578a1f486fc71b,1,0,0,>=40,male,is-org,20,Sun,0,0
1933,5d52e8e144578a1f48c1c32d,1,1,0,<=18,male,is-org,13,Mon,1,1
1934,5d47ad1344578a1f480134a6,1,1,1,>=40,male,non-org,21,Sun,1,1
1935,5d47c06344578a1f483bd4c8,0,0,0,19-29,male,non-org,14,Tue,0,0
1936,5d47c1ae44578a1f484c24c2,0,0,0,>=40,female,is-org,15,Tue,0,0
1937,5d47c35544578a1f485abddf,1,0,1,>=40,female,non-org,15,Sun,1,1
1938,5d53023e44578a1f48239956,1,1,1,30-39,female,non-org,13,Thu,1,1
1939,5d5a268944578a1f48ceb1d2,0,1,1,30-39,female,non-org,15,Sat,1,1
1940,5d0df2f544578a0ea4a789cf,1,0,0,30-39,female,non-org,22,Fri,0,0
1941,5d53023044578a1f4822aea8,0,0,0,19-29,male,non-org,16,Thu,0,0
1942,5d54542844578a1f486fa61f,1,1,1,>=40,male,non-org,07,Sun,1,1
1943,5d54563544578a1f4891bbbf,0,0,0,>=40,male,non-org,13,Sun,0,0
1944,5d47b46844578a1f4869afd3,1,1,1,19-29,male,non-org,22,Fri,1,1
1945,5d47bd1a44578a1f4812b8e3,0,0,1,30-39,male,is-org,23,Sat,0,1
1946,5d52e25144578a1f488090d2,1,0,0,19-29,female,non-org,10,Wed,0,0
1947,5d47acbf44578a1f48ff8eba,1,0,0,>=40,male,is-org,15,Fri,0,0
1948,5d47aedb44578a1f4811ad94,0,1,1,>=40,female,non-org,15,Fri,1,1
1949,5d47aeeb44578a1f4812e4bd,0,0,1,19-29,male,is-org,16,Fri,0,0
1950,5d47b11444578a1f48386f2e,0,0,1,19-29,female,non-org,20,Sat,0,1
1951,5d47b18e44578a1f483ed431,0,0,0,>=40,male,non-org,21,Tue,0,0
1952,5d47b18844578a1f483e4d40,0,0,1,>=40,female,non-org,18,Sat,0,1
1953,5d58c91c44578a1f484e1659,0,0,1,>=40,female,non-org,10,Thu,0,1
1954,5d47b4b144578a1f486e9810,0,1,1,>=40,male,non-org,22,Sat,1,1
1955,5d47b51444578a1f4878489f,1,0,0,19-29,male,non-org,03,Sat,0,0
1956,5d47b60b44578a1f488565fc,0,0,0,>=40,male,is-org,07,Mon,0,0
1957,5d47b71044578a1f489a2f29,0,0,0,30-39,male,non-org,12,Mon,0,0
1958,5d47b6d344578a1f48973ad9,0,0,0,>=40,male,non-org,07,Sun,0,0
1959,5d47b77644578a1f48a38e41,0,0,1,>=40,male,is-org,13,Mon,0,1
1960,5d47b79644578a1f48a7c75f,0,1,0,>=40,male,non-org,12,Mon,0,0
1961,5d47b79a44578a1f48a855c5,0,1,0,19-29,female,non-org,11,Mon,0,0
1962,5d47b7db44578a1f48b119d8,0,1,1,19-29,female,non-org,12,Mon,1,1
1963,5d47b85b44578a1f48bb0521,0,0,0,30-39,female,non-org,11,Sun,0,0
1964,5d58c42a44578a1f4825d9ee,0,0,0,30-39,female,non-org,19,Wed,0,0
1965,5d2f944644578a0d748b435a,1,0,0,30-39,female,non-org,08,Sun,0,0
1966,5d47b87344578a1f48be6c3a,0,1,1,19-29,male,non-org,14,Mon,1,1
1967,5d47b92044578a1f48cb34e6,0,1,0,>=40,male,non-org,13,Sun,0,1
1968,5d47b8fd44578a1f48c8d9ad,0,1,1,>=40,female,non-org,11,Sat,1,1
1969,5d47b9de44578a1f48cf7dd0,0,0,0,>=40,male,non-org,13,Sat,0,0
1970,5d47ba2544578a1f48d57cfd,0,0,0,30-39,male,non-org,14,Sun,0,0
1971,5d47ba5d44578a1f48db0ce4,0,1,1,30-39,female,non-org,18,Mon,1,1
1972,5d47bab844578a1f48e503ac,1,0,0,>=40,male,non-org,16,Sat,0,0
1973,5d47bb3844578a1f48ebfc2b,0,0,0,19-29,male,non-org,20,Mon,0,0
1974,5d47bba044578a1f48f2f60c,0,0,0,30-39,male,non-org,18,Sat,0,0
1975,5d47bc9644578a1f4807d361,0,0,0,>=40,male,non-org,18,Sat,0,0
1976,5d47bcc744578a1f480ce2ce,1,1,1,30-39,female,non-org,19,Sat,1,1
1977,5d47be1a44578a1f481e6571,0,0,0,19-29,female,non-org,06,Tue,0,0
1978,5d47bebf44578a1f482a8b73,0,0,0,>=40,female,non-org,10,Tue,0,0
1979,5d47c05e44578a1f483b4762,0,0,0,30-39,male,non-org,10,Tue,0,0
1980,5d47c1ab44578a1f484beff0,1,1,1,19-29,male,non-org,12,Sun,1,1
1981,5d47c33d44578a1f4859b224,1,1,1,>=40,male,non-org,15,Sun,1,1
1982,5d47c34d44578a1f485a2760,0,0,0,>=40,male,non-org,16,Sun,0,0
1983,5d47c39944578a1f485f5db0,0,1,0,19-29,female,non-org,17,Sun,0,1
1984,5d47c39a44578a1f485f66f7,0,0,1,19-29,male,non-org,17,Sun,0,0
1985,5d47c48a44578a1f48683081,0,0,0,>=40,male,non-org,20,Sun,0,0
1986,5d52de5944578a1f486ff8ca,1,1,1,>=40,male,is-org,dummy,dummy,1,1
1987,5d6e327644578a1f48a3436a,1,0,1,>=40,male,is-org,13,Fri,1,1
1988,5d7c2cc644578a1f485e71b7,1,1,1,>=40,male,is-org,21,Mon,1,1
1989,5d52e2ae44578a1f48821399,0,1,1,19-29,male,non-org,21,Sun,1,1
1990,5d52e6ae44578a1f489723f5,0,0,1,>=40,male,non-org,04,Mon,0,0
1991,5d52e6dd44578a1f489b3dd7,0,0,0,30-39,male,is-org,16,Tue,0,0
1992,5d52e71344578a1f48a25a16,0,0,0,19-29,female,non-org,07,Mon,0,0
1993,5d52e89244578a1f48bb57a1,0,0,0,>=40,female,non-org,14,Mon,0,0
1994,5d52e8b744578a1f48bdc4b2,0,1,1,>=40,male,is-org,13,Mon,1,1
1995,5d0efe5344578a1480740924,1,0,0,>=40,male,is-org,20,Tue,0,0
1996,5d0a1eca44578a00e0193325,1,1,0,>=40,male,is-org,23,Fri,1,1
1997,5d52e8e144578a1f48c1ced0,0,0,0,19-29,female,non-org,13,Mon,0,0
1998,5d52e99044578a1f48c98209,0,1,0,30-39,male,non-org,17,Mon,0,0
1999,5d52e9e944578a1f48ce385d,0,0,1,19-29,female,non-org,19,Mon,0,0
2000,5d52ed6a44578a1f48e5084f,0,0,0,>=40,male,non-org,09,Tue,0,0
2001,5d58c83444578a1f483fd342,0,0,0,>=40,male,non-org,08,Thu,0,0
2002,5d52f9fa44578a1f48f0bb5f,0,0,0,>=40,male,non-org,21,Wed,0,0
2003,5d52fa9644578a1f48f2c13a,0,0,0,30-39,male,non-org,21,Wed,0,0
2004,5d52fd9644578a1f48fc876a,0,1,1,19-29,female,non-org,21,Wed,1,1
2005,5d52fd8b44578a1f48fb95b1,1,0,1,>=40,female,non-org,18,Wed,1,1
2006,5d53006744578a1f480d83e2,0,1,1,30-39,male,non-org,08,Thu,1,1
2007,5d544b2344578a1f483532df,0,0,0,19-29,female,non-org,14,Fri,0,0
2008,5d544b5844578a1f48396a16,0,0,0,>=40,male,is-org,14,Fri,0,0
2009,5d544d0644578a1f48461474,0,1,1,>=40,male,non-org,23,Sat,1,1
2010,5d544e2444578a1f48487377,0,0,0,19-29,male,non-org,19,Mon,0,0
2011,5d544e5744578a1f484a9446,0,0,0,>=40,male,non-org,16,Fri,0,0
2012,5d544ed344578a1f48551a13,0,0,0,<=18,female,non-org,03,Sun,0,0
2013,5d54529544578a1f486a5b8e,0,0,0,19-29,female,non-org,06,Sun,0,0
2014,5d54547a44578a1f4875cfec,0,1,0,>=40,male,non-org,08,Sun,0,0
2015,5d54586044578a1f489bdc64,0,1,0,30-39,female,non-org,06,Sat,0,1
2016,5d54590a44578a1f48a214be,0,0,0,>=40,male,is-org,08,Sat,0,0
2017,5d5459af44578a1f48b25b62,0,0,0,>=40,male,non-org,18,Sun,0,0
2018,5d5459ed44578a1f48b56f24,0,1,1,>=40,male,non-org,09,Sat,1,1
2019,5d5459fb44578a1f48b6ecda,1,0,0,19-29,male,non-org,13,Sat,0,1
2020,5d9126fb44578a1f48b20b44,0,0,0,19-29,male,non-org,11,Fri,0,0
2021,5d545a7244578a1f48bafb65,0,0,0,<=18,female,non-org,12,Sat,0,0
2022,5d545a9944578a1f48c01d87,1,1,1,30-39,female,non-org,13,Sat,1,1
2023,5d545b1044578a1f48cb4c3f,0,0,1,19-29,male,non-org,17,Sat,0,1
2024,5d545b1b44578a1f48cc1c72,0,0,0,30-39,male,non-org,14,Sat,0,0
2025,5d545b7c44578a1f48d30ae6,0,0,0,19-29,female,non-org,20,Sat,0,0
2026,5d54786044578a1f48d9a12b,0,1,0,19-29,female,non-org,19,Mon,0,1
2027,5d54786444578a1f48da334a,0,0,0,>=40,male,non-org,14,Tue,0,1
2028,5d54793544578a1f48ed9416,0,0,0,>=40,female,non-org,20,Tue,0,0
2029,5d11950d44578a0ddcb1da9a,0,1,1,>=40,female,non-org,20,Tue,1,1
2030,5d5479c544578a1f48f8fa95,0,1,1,30-39,male,non-org,22,Tue,1,0
2031,5d5479d344578a1f48fb299c,0,0,0,19-29,female,non-org,22,Tue,0,0
2032,5d5479ff44578a1f48fda6b7,0,0,0,>=40,female,non-org,20,Tue,0,0
2033,5d547b7c44578a1f480b4c8c,0,0,0,30-39,male,non-org,11,Tue,0,0
2034,5d547bad44578a1f480ebc50,1,1,0,>=40,female,is-org,09,Tue,1,1
2035,5d0efa3f44578a14803e73c5,0,0,0,>=40,female,is-org,09,Sat,0,1
2036,5d547bcc44578a1f4810f970,0,0,0,>=40,female,is-org,13,Tue,0,0
2037,5d58c15544578a1f48123e31,0,0,0,30-39,male,non-org,09,Wed,0,0
2038,5d7c29ef44578a1f484b8aa8,0,0,0,30-39,male,non-org,15,Thu,0,0
2039,5d58c37444578a1f48223c49,0,0,0,>=40,male,non-org,18,Wed,0,0
2040,5d58c39e44578a1f48237719,0,0,0,19-29,male,non-org,18,Wed,0,0
2041,5d58c49844578a1f482b7698,0,0,0,>=40,female,non-org,19,Wed,0,0
2042,5d58c48b44578a1f482a51de,0,0,0,>=40,male,non-org,21,Wed,0,0
2043,5d58c63744578a1f4832e0a4,1,0,1,19-29,female,non-org,21,Wed,1,1
2044,5d58c84c44578a1f48404693,1,0,0,>=40,female,non-org,07,Thu,0,0
2045,5d58c85244578a1f4840de6a,0,1,0,30-39,female,non-org,06,Thu,0,1
2046,5d58c90a44578a1f484cef0e,0,1,0,>=40,male,non-org,10,Thu,0,0
2047,5d58cabf44578a1f485a050c,0,0,1,>=40,male,non-org,17,Thu,0,0
2048,5d58cb7244578a1f485bb126,0,0,0,19-29,male,non-org,18,Thu,0,0
2049,5d5a19c544578a1f487cbef7,0,0,0,30-39,female,is-org,08,Fri,0,0
2050,5d5a1a1744578a1f487f5486,0,1,1,>=40,male,is-org,10,Fri,1,0
2051,5d5a1a2d44578a1f4880a309,1,1,1,>=40,male,non-org,09,Fri,1,1
2052,5d5a1b0444578a1f488b8f2e,0,0,1,30-39,male,non-org,14,Fri,0,0
2053,5d5a1bdd44578a1f48927e03,0,0,0,>=40,female,non-org,16,Fri,0,1
2054,5d5a1e4244578a1f489d505a,0,0,1,30-39,male,non-org,19,Fri,0,0
2055,5d6e0bbb44578a1f485878ef,1,0,1,30-39,male,non-org,09,Sun,1,1
