A1,A2,A3,hour,weekday,truth,month,age,sex,org,RMV,REM,RGLAD,RLFC,text
1,0,0,20,Thu,0,05,19-29,male,non-org,0,0,0,0,@byr_ne What would do about Kawhi's health situation? My ball czar bro says rest him tonight and take this road gam… https://t.co/qDUG2y0E3x
1,0,0,18,Mon,0,04,19-29,male,non-org,0,0,0,0,"It is warm enough to put the patio furniture outside; I wonder, if I wake up early enough, if I could do balcony coffee as a routine."
1,1,1,21,Mon,1,04,<=18,female,non-org,1,1,1,1,"Got like 3 hours of sleep last night, really hoping not the same tonight!! https://t.co/z5eNvBuafi"
0,0,0,09,Wed,0,07,<=18,female,non-org,0,0,0,0,Pssst @mmilky400 wake up! lol just wanted to let you know you can sleep a few more hours! https://t.co/H8E4l0B4FZ
0,0,0,00,Sun,0,05,19-29,male,non-org,0,0,0,0,"Middle Eastern style midnight snack to recover from the crappy theatre food. Leftover fattoush, halloumi, hummus.… https://t.co/5nTmQEQcQk"
0,0,0,00,Fri,0,05,19-29,male,non-org,0,0,0,0,"Oh, Donny’s going to be cranky in the morning! Kellyanne must’ve fallen asleep on the couch before he’d finished hi… https://t.co/V5ckuADkp6"
0,0,1,01,Thu,1,05,<=18,male,non-org,0,0,1,0,5 hours of sleep is nothing here we go
1,1,1,07,Wed,1,05,<=18,male,non-org,1,1,1,1,5 hours of sleep and exam in a hour  is not a good way to start a day ☹️
0,1,0,00,Thu,0,12,<=18,male,non-org,0,0,1,0,Going to sleep well tonight knowing Flames did a HUGE last minute comeback and won in OT. Stanley cup is coming home!
0,0,0,04,Thu,0,05,>=40,male,non-org,0,0,0,0,Managed to get all my night work done.  Now: sleep
1,1,0,13,Sat,0,05,>=40,male,non-org,1,0,0,0,@dancingstorm21 Conner Lays across my feet and falls asleep. God knows how after last week's battle
0,0,0,18,Wed,0,02,>=40,male,non-org,0,0,0,0,@guccidog2020 What a Wonderful way to fall asleep 🥰
0,0,0,08,Sat,0,03,>=40,male,non-org,0,0,0,0,@TuckerDude1 Little humans are The best They also read you a story so you can fall asleep
1,1,0,21,Sun,1,05,19-29,female,non-org,1,1,1,1,just sick slept for two hours I wish I had slept through that show y’all love to talk about
0,0,1,01,Mon,0,08,19-29,female,non-org,0,0,0,0,@kyleeallblue I can’t sleep on my back unless im on heavy painkillers lol it’s not my thing. Rare occasions I do it. Very rare.
1,0,1,02,Sun,0,05,19-29,female,non-org,1,1,0,1,OU ISN'T IT NICE TO HAVE A COUPLE DAYS WITH SOLID SLEEP.
1,0,0,19,Sun,0,05,>=40,male,non-org,0,0,0,0,"The smoke is closer. Going to bed now in case I get rousted in the middle of the night, and told to get out of town… https://t.co/UckaW8c26K"
0,0,0,03,Sat,0,05,<=18,female,non-org,0,0,0,0,i don't wanna fall asleep on FaceTime.
0,0,0,20,Fri,0,05,19-29,female,non-org,0,0,0,0,"If you sleep naked, have you ever thought about what you would do if someone broke into your house at night with a… https://t.co/CF5HDtGYE1"
1,1,1,04,Fri,0,11,19-29,female,non-org,1,1,1,1,Got a solid 5 hours of sleep and now I am up. I do feel rested so I’ll take a 4 am wake up call &amp; sex any day over… https://t.co/ag3MiP4MXO
0,0,1,21,Thu,0,10,19-29,female,non-org,0,0,0,0,I just know I am going to get some sleep tonight 🤞🏼
1,0,0,20,Wed,1,10,19-29,female,non-org,0,0,0,0,Maybe I’ll actually get some sleep tonight?
1,1,1,23,Fri,1,02,19-29,female,non-org,1,1,1,1,Always gotta have that creepy ass show playing when I’m trying to fall asleep. #Unexplained911 starts now.
1,1,1,04,Fri,1,05,<=18,female,non-org,1,1,1,1,"I have barely slept all night, thanks anxiety 🙄👌🏼"
0,0,0,22,Fri,0,05,30-39,male,non-org,0,0,0,0,Personal best ever today 👍🏻 #Steps Will sleep 💤 tonight 😴 https://t.co/3IaqKm1Prg
1,1,1,05,Sat,1,05,19-29,male,non-org,1,1,1,1,Sleepless night
1,0,0,07,Fri,0,05,>=40,male,non-org,0,0,0,0,@xxxjewelsjade The vast majority of the population doesn't realize how important sleep is to us in so many ways!
1,1,1,08,Tue,1,07,>=40,male,non-org,1,1,1,1,@Bridges2Asia Last night wasn't the best! I woke up 5 times... Hungover sleeps are horrible for us to repair
0,0,0,10,Sun,0,11,>=40,male,non-org,0,0,0,0,Came home to see Mom last night and slept over. So getting set up in the family kitchen to hop on a BIG podcast wit… https://t.co/k42Qg2rrsL
0,1,0,11,Sat,0,05,19-29,male,non-org,0,0,1,0,"Drove 11 hours to see 3 of the best bands in metal, hurry up Tuesday! 🤘🏻🤘🏻🤘🏻@Architectsuk @whileshesleeps… https://t.co/OVC8gmGZIN"
1,0,0,12,Sun,0,05,19-29,male,non-org,0,0,0,0,"@amarachii02 I wouldn't have a problem making it nevertheless, I feel so miserable if some1 interrupts my sleep! 😭😭… https://t.co/1ZxfPUNMrp"
0,0,0,09,Tue,0,09,19-29,male,non-org,0,0,0,0,Village people....Abeg oooo!!! I cannot come for an advanced drivers license test and sleep go dey catch me!!! Haaay God!!!🙄🙄🙄🙄
1,1,0,15,Sun,1,05,19-29,female,non-org,1,1,1,1,I didn’t sleep since 10am yesterday and I’m going to the restaurant in like 2 hours for Mother’s Day 🙃 watch me pass out in my plate 🤦🏼‍♀️ 🤣
1,0,0,23,Sun,1,09,19-29,female,non-org,0,0,0,0,Working night shift is really the worst🙄 I slept till 2pm so now I don’t even feel tired at all 🤪 tomorrow is going to be fun 🙃
0,0,0,00,Sun,0,05,19-29,male,non-org,0,0,0,0,mans won’t be sleeping tonight
1,1,1,13,Fri,0,05,30-39,male,non-org,1,1,1,1,I say I'm leaving soon and I fall right back asleep.
1,1,1,19,Sat,1,05,>=40,male,non-org,1,1,1,1,"After a couple stress filled days in and out of hospitals and no sleep, it's nice to have a romantic stroll down th… https://t.co/HP7M4J1bwF"
0,0,0,09,Sun,0,05,>=40,male,is-org,0,0,0,0,Welcome to the biggest game day ever hosted in Moose Country. Rest up the vocal chords and we’ll see you tonight. L… https://t.co/UIWJi5qltd
1,1,0,09,Thu,0,05,<=18,male,non-org,1,0,1,0,10 hours of sleep https://t.co/nA1wpZaumM
1,1,1,11,Sun,1,05,19-29,female,non-org,1,1,1,1,I didn’t get back until 6am last night and only managed to get two hours of sleep and I have work in less than two hours :)~
1,0,0,09,Sun,1,05,19-29,male,non-org,0,0,0,0,Waking up suddenly in the middle of the night: WHO HAS BEEN FEEDING MY NEOPETS?
1,1,1,00,Fri,1,05,>=40,female,non-org,1,1,1,1,How am I ever going to sleep tonight?
1,0,0,09,Thu,0,05,30-39,female,non-org,0,0,0,0,When you have your own medical emergency but your client has passed away overnight 😞 💔 rest easy sir rest easy
1,0,0,22,Tue,0,02,30-39,female,non-org,0,0,0,0,Dealing with the allergic reaction is exhausting... I literally fell asleep at 7pm on the couch 🙈
1,1,1,23,Thu,1,05,19-29,female,non-org,1,1,1,1,"I’m so sorry...there won’t be a stream tonight. I’ve been up since 7am (with one few hours of sleep), two 4 hours c… https://t.co/5HdA9j381r"
1,1,0,00,Wed,0,05,19-29,female,non-org,1,1,1,1,George made me download a sleep tracker so we could compare/compete on sleep quality and my first night blew his al… https://t.co/hP2q8VB04l
1,0,0,09,Mon,0,06,30-39,male,non-org,0,0,0,0,@insomniacx29 @GOVTWINE 🤣🤣
0,1,0,19,Wed,0,05,>=40,male,non-org,0,0,0,0,@rickwormeli2 Careful...or I’ll send you my rough copy to help you sleep at night! 😜
0,0,0,08,Thu,0,05,30-39,male,non-org,0,0,0,0,@dinnerwithjulie Yes. Just go fall asleep through the entire first act of Hello Dolly like @LifeWhereWeAre and I did
1,1,1,16,Mon,1,06,30-39,female,non-org,1,1,1,1,@PPourgourides Thank you so much.  I hardly slept all weekend worried for the little guy.  Thanks for your wishes!  xoxoxo
1,0,0,23,Sun,0,06,19-29,female,non-org,0,0,0,0,My ultimate goal to accomplish over the next few months is to compose another slightly successful NoSleep story
0,0,0,10,Tue,0,06,19-29,male,non-org,0,0,0,0,iTunes was SO labor intensive. I'll never forget how annoying it was when one song wasn't with the rest of the albu… https://t.co/t0ujOpY6pt
1,0,0,00,Tue,0,06,19-29,male,non-org,0,0,0,0,Before I go to sleep I'd like to remind all of you that Sleeping Sickness (@cityandcolour and Gord Downie) exists a… https://t.co/DG4cK7EvQ5
1,1,0,10,Tue,0,06,19-29,female,non-org,1,1,0,1,I am Potawatomi and that’s why I wanna get a little sleep 😂
0,1,1,23,Mon,1,06,>=40,male,non-org,1,0,1,0,"Okay, I’ll be having nightmares tonight. 🤣"
0,0,0,19,Mon,0,05,>=40,female,non-org,0,0,0,0,"@nicholedobo @EricaLG @ehanford Don't let it keep you up at night. Get a good night sleep, so that tomorrow,  after… https://t.co/EEiLGPwyNY"
0,0,1,11,Wed,0,06,30-39,male,non-org,0,0,0,0,This fan slept overnight for Jurassic park. #NBAFinals
1,0,1,06,Fri,1,01,30-39,male,non-org,1,1,0,1,Anxiety is stopping me fr sleepin properly
0,0,0,21,Wed,0,06,19-29,male,non-org,0,0,0,0,I want a double digit 1st quarter from Kyle Lowry it’ll be lights out for the rest of the game if he has a big night
0,0,0,02,Thu,0,06,>=40,male,non-org,0,0,0,0,@shirtlessjay just in case you need some sexy flip flops to to with your #sleepless slutty shirts .... there's thes… https://t.co/kzPhZWLJbi
0,0,0,18,Thu,0,06,30-39,male,non-org,0,0,0,0,Good Luck To My Manitoba Boys @Steener20 @JEdmundson3 &amp; The Rest Of The @StLouisBlues In Boston Tonight!!!!! #STLBlues
0,0,1,21,Tue,0,06,30-39,male,non-org,0,0,0,0,Planning A Good Sleep Tonight Time For Some Rest
0,1,0,08,Thu,0,06,19-29,male,non-org,0,0,0,0,Slept the whole 8 hours #GreatnessIn5Words
0,0,0,06,Tue,0,05,19-29,female,non-org,0,0,0,0,@iBluestone And now you can sleep for 2 days straight ! 😴
1,1,0,07,Mon,1,06,30-39,female,non-org,1,1,1,1,@nosexrequired Every time our son wakes up in the middle of the night.
1,0,1,09,Mon,1,06,30-39,male,non-org,1,0,0,0,Couldn’t sleep last night. Too hyped for what tonight might bring. #RTZ #WeTheNorth #NBAFinals https://t.co/MTOYkxOlJq
0,0,0,09,Fri,0,06,19-29,male,non-org,0,0,0,0,Lowrie is still sleeping like a little rabbit in a hutch. I want to get on my way so I rouse him.
1,1,0,12,Mon,0,06,<=18,male,non-org,1,1,1,1,I got into work this morning only to be greeted by a sleeping Racoon on the 14th floor 🥺 https://t.co/KDUjxz8cjw
1,1,1,10,Mon,1,06,19-29,female,non-org,1,1,1,1,omg I was half asleep last night and a car playing really loud music stopped at the lights outside my house and I s… https://t.co/SCGVnGO59i
1,1,0,16,Fri,0,06,30-39,male,non-org,1,1,1,1,@ExperimentsRFun Stay cool ....although that was me before sleep last night....thanks 🤣...
1,1,1,20,Fri,1,08,30-39,male,non-org,1,1,1,1,@ExperimentsRFun 😳...I won’t sleep tonight
1,1,0,20,Thu,1,06,19-29,female,non-org,1,0,0,0,Prob won’t get any sleep tonight 😭
1,0,0,08,Tue,0,06,30-39,male,non-org,0,0,0,0,Before the #IABC19 day starts. Wake up early to catch some #Yvr views on the #GrouseGrind. Thanks @_Lydia_T for pus… https://t.co/6XsY53BziB
1,1,1,02,Sun,1,06,>=40,female,non-org,1,1,1,1,Dont mind me...just laying here waiting on my sleeping pill to kick in
1,0,1,12,Tue,0,10,>=40,female,non-org,1,1,0,1,@WadeDefy68 @SuthernMocha I am scared if I blink too long I will fall asleep at my desk 🥴
1,1,0,17,Sun,0,10,>=40,female,non-org,1,1,1,1,I will probably regret it later...but I had a little nap on the couch
0,0,0,05,Fri,0,11,>=40,female,non-org,0,0,0,0,@WadeDefy68 Its surprising how fast I fell asleep after I put my phone down and closed my eyes https://t.co/cxRWnKmYFO
1,0,0,18,Sun,1,06,30-39,male,non-org,0,0,0,0,"@alexandrabeley Ish. My throat still kinda hurts. I really need a good night sleep tonight. Don't worry, I'll drug myself. Thanks luv."
1,1,1,20,Mon,1,06,30-39,male,non-org,1,1,1,1,@taylormlong I either wake up in panic or I feel like I didn't sleep all night 😩
0,0,1,08,Sun,0,12,19-29,male,non-org,0,0,0,0,How can anybody sleep in on a Sunday morning when they've had Christmas songs in their head for the last 3 hours.........#WakingUpWithDerek
1,0,0,08,Sun,0,12,30-39,male,non-org,0,0,0,0,Finally slept in my bed after a couple nights of falling asleep on the couch. Damn my bed is soft. And these pillow… https://t.co/UUU8tzK5VL
1,0,1,10,Sun,1,12,<=18,female,non-org,1,1,0,1,How the heck did I stay up till 6am binge watching #janethevirgin ... slept for three hours and now continuing 😪#ineedhelp #netflix
0,0,1,11,Sun,0,12,19-29,female,non-org,0,0,0,0,@lrnatomagan @vernairon Peyton wakes up 3x a night still. My girls took 4 years to sleep through the night. I had t… https://t.co/UIPEevqIpC
1,0,0,13,Sun,0,12,>=40,male,non-org,0,0,0,0,"@ChrissieEvert I thought 8 hours was healthy, lack of sleep, less than 6 hours and bad eating habits has been assoc… https://t.co/RrgkWvG11j"
1,1,0,22,Sun,1,12,19-29,female,non-org,1,1,1,1,"I'm just about to fall asleep, but sure slam the door 5 times and stomp up and down the stairs 6 times at 11 o'clock at night😠"
1,1,1,05,Mon,1,12,30-39,female,non-org,1,1,1,1,"Well I’m home and I haven’t slept since I got back to the hotel Friday night in Chicago, when I didn’t so much fall… https://t.co/EZTi04JrTS"
1,1,1,05,Mon,1,12,19-29,female,non-org,1,1,1,1,It’s 5am and im wide awake after 3 hours of sleep and I have a final exam at 8am AND 1pm!!! Heheheheheheheheheh
1,1,1,17,Sat,1,11,19-29,female,non-org,1,1,1,1,Tomorrow is my first 7am shift in months and ... I’m not ready because my sleep schedule is still ASS
0,1,0,15,Wed,1,11,19-29,female,non-org,0,0,0,0,"How do i flip my sleep schedule .. hmm do I nap now, stay up all nigjt till morning then sleep all day before my 10-6am shift@tomorrow"
1,1,1,05,Tue,1,12,19-29,female,non-org,1,1,1,1,Sigh.. I’m waking up at 5:45am when I fell asleep at like 2am and my usual sleep schedule is I go to bed at 6am 😭 I hate it here
0,0,1,07,Mon,1,12,>=40,male,non-org,0,0,0,0,"Fell asleep on the couch last night. Didn't move until the alarm went off a few minutes ago. Oh, my neck is going t… https://t.co/iHp4dJxd8X"
0,1,0,15,Mon,0,12,<=18,male,non-org,0,0,0,0,"Halcyon Days is still in rotation, don’t sleep"
1,1,1,01,Tue,1,12,30-39,male,non-org,1,1,1,1,"Monday's #LegDay: Didn't have a ton of energy, not much sleep over the weekend ... but still got a decent pump in -… https://t.co/3YNERWlaxu"
0,0,0,14,Tue,0,12,>=40,female,non-org,0,0,0,0,Tix are almost sold out for this...don’t sleep on it! Grab em fast. It’s gonna be a really fun night for a good cau… https://t.co/OeYsrlaJCI
1,1,0,07,Wed,1,12,>=40,male,non-org,1,1,1,1,"@improvGM Haha, well two kids don’t let me sleep in so I’ve had to unlearn my night owl instincts. What do you do in the summers?"
1,1,1,19,Tue,1,06,>=40,male,non-org,1,1,1,1,"@ZackRaab @elitejosean @Marlins @jyamaz21 Ha ha NOOOOOO , now i won't be able to sleep tonight"
0,1,0,01,Sat,0,07,>=40,male,non-org,0,0,0,0,"@mather_julia @qantaswallabies Gonna miss it,  i PVR,  sleep time for me,  wifey gonna kill me in 6 hours if I'm no… https://t.co/4AwpTDDGhB"
1,1,1,23,Tue,1,06,19-29,male,non-org,1,1,1,1,I’m only going to get about 7 hours of cumulative sleep the few days but it means seeing the bearings fellas 2 nigh… https://t.co/1bt2Hd5NTb
0,1,0,00,Fri,0,06,19-29,female,non-org,0,0,0,0,How is anyone in Canada sleeping tonight?? 10 coffees tomorrow morning plz
0,0,0,07,Fri,0,06,30-39,female,non-org,0,0,0,0,@Cousens5 Me too - awesome that mine have PD days today #NoSchool #SleepIn
0,1,1,17,Thu,0,12,<=18,female,non-org,1,0,1,0,Is it too early to bed when we need to be awake early for a flight? #AskingForMyself #SoTired #TravelWithKids
1,1,1,09,Fri,1,06,19-29,female,non-org,1,1,1,1,me trying to sleep last night https://t.co/rKgk9AD15v
0,0,0,23,Thu,0,11,19-29,female,non-org,0,0,0,0,Just watched Sleepless in Seattle for the first time
1,0,1,10,Wed,1,06,>=40,female,non-org,1,1,0,1,When you only sleep 3 hours so you wear your “around the garage/park across the street” flip flops to K’s ENT appt… https://t.co/UsZnyd62or
1,0,0,23,Thu,0,12,>=40,male,is-org,0,0,0,0,"Alexa, I don't drink coffee either or tea (albeit I had tea to help me sleep or helps my cold).  And never will (my… https://t.co/ZZDH1vWmxy"
0,1,0,13,Wed,0,06,19-29,female,non-org,0,0,1,0,I literally had been sleeping for 14 hours until now
1,1,1,02,Mon,1,06,19-29,male,non-org,1,1,1,1,that show gave me sleep paralysis
0,0,0,15,Wed,0,06,<=18,female,non-org,0,0,0,0,"@r_newton19 I'm saying that that is what we will ALL get in Ontario. I hope you can sleep at night, your resources… https://t.co/UUoi7gWwgd"
1,0,0,10,Thu,0,06,<=18,male,non-org,0,0,0,0,Great day for riding at @whistlerbikeprk! No lift lines! Some dedicated riders out today. #ridemoresleepless… https://t.co/yZkXlQrVGL
0,1,1,09,Sun,1,06,<=18,female,non-org,1,0,1,0,"people who do more than like 4 shows... how do y’all do it? my head is thumping from lack of sleep, i haven’t had a… https://t.co/WczBszHQ28"
0,0,0,21,Wed,0,06,30-39,male,non-org,0,0,0,0,"@newartillery Man, this baby rules. She sleeps like 8-9 hours straight at night."
1,0,1,10,Tue,1,06,30-39,female,non-org,1,1,1,1,"I can't even sleep in a tent in bear country anymore, for this exact reason. Apparently I've moved past the 'having… https://t.co/PGSXzAHw6e"
1,1,1,02,Wed,1,07,30-39,female,non-org,1,1,1,1,Cool. Definitely wanted to wake up at 2am with nightmares and unable to go back to sleep.
0,1,0,02,Wed,0,06,>=40,male,non-org,0,0,1,0,Oh yeah well somewhere theres somebody sleeping thru the night just not around here
0,1,0,02,Wed,1,06,>=40,male,non-org,0,0,1,0,Fucking impossible to come up with a funny tweet when you wake up in the middle of the night
1,1,1,04,Tue,1,07,>=40,male,non-org,1,1,1,1,Since sleeping thru the night is an impossibility I hope this is just half time then
0,1,1,02,Fri,1,12,>=40,male,non-org,1,1,1,1,Officially been awake as long as I was asleep tonight. That calls for a round of bashing my head against the wall
1,1,1,23,Fri,1,06,>=40,male,non-org,1,1,1,1,Few hours sleep then time to ✈️ @ Sandman Signature Toronto Airport Hotel https://t.co/FYLPtJPssp
0,0,0,12,Fri,0,06,>=40,male,non-org,0,0,0,0,I fell asleep watching the second #DemDebate last night but my best impressions were from @KamalaHarris and… https://t.co/7LwKNMvy2w
0,0,1,06,Fri,0,06,>=40,male,non-org,0,0,0,0,@MichaelCoakle11 You need more sleep!  I guess if I was worshipping Skippy and climate Kardashian I wouldn't get any sleep either.
1,1,1,01,Mon,1,06,19-29,female,non-org,1,1,1,1,my sleeping schedule is fucked
1,1,1,08,Mon,1,04,19-29,female,non-org,1,1,1,1,8:22AM still can’t sleep! this quarantine sleeping hours is fucked up
1,0,1,02,Mon,1,06,<=18,male,non-org,1,1,1,1,"@TrojanFTQ @gaming_round @Derlethe Alen is hardcore, I'm pretty much the same. I'll sleep four hrs one night and ma… https://t.co/SWWQpRsiDX"
0,1,0,22,Wed,0,11,<=18,male,non-org,0,0,0,0,@Handz_Gaming Congratulations!  Say goodbye to a good nights sleep.
1,1,1,06,Sat,1,06,19-29,female,non-org,1,1,1,1,"So so frustrating that I couldn’t have a proper sleep 😖 I kept waking up every 1-2 hours , Jesus ..."
0,0,0,16,Sat,0,02,19-29,female,non-org,0,0,0,0,I really don’t want to club tonight and wanna just sleep but Aiya.. I’m young I should waste my money and have slee… https://t.co/hGV3mhI9Jm
0,0,0,12,Fri,0,06,30-39,male,non-org,0,0,0,0,"@jonnywakefield You clearly have not watched the Bob Emergency. You need to get on that, stat"
0,0,0,17,Fri,0,06,30-39,female,non-org,0,0,0,0,@the__himanish @jjulienauthor I already am. 😂 Minus The binge watching. Does eventually falling asleep to random Netflix count?😄
1,1,0,23,Mon,0,06,19-29,female,non-org,1,1,1,1,"Hi @Metrolinx I’d like to sleep, so if you could NOT do construction on the @CrosstownTO around MIDNIGHT, that woul… https://t.co/oFQUOH52wx"
0,0,0,02,Fri,0,01,19-29,female,non-org,0,0,0,0,Doctor: your sleep pain will stop if you buy 3 more pillows to support your spine and then you must train yourself… https://t.co/7ePCu0GIYI
0,0,1,02,Tue,0,06,30-39,female,non-org,0,0,0,0,I was sooo drowsy at 12.17. Ready to fall asleep in the couch. Em urged me to go to the bed once &amp; for all. Guess w… https://t.co/VC80zNxRZ5
1,1,0,20,Sun,1,06,30-39,male,non-org,1,1,1,1,Prob not gonna sleep tonight need to be up incase Kawhi stays
0,0,1,00,Fri,0,07,<=18,male,non-org,0,0,1,0,@dogdaytona Don't sleep
1,1,1,20,Wed,1,07,>=40,female,non-org,1,1,1,1,"So, I just popped into my own page that I got up and wrote in the middle of the night, for and about #AndrewYang… https://t.co/eC0PKTNSGe"
1,1,0,04,Fri,1,07,19-29,female,non-org,1,1,1,1,insomnia is no joke 😪
1,1,1,01,Thu,1,07,19-29,male,non-org,1,1,1,1,Worked that night shift now I’m wide awake at 130 😓
0,0,0,21,Tue,0,07,>=40,male,non-org,0,0,0,0,"Isaac just walked downstairs, because he couldn't sleep. We ask him what is wrong and in the most innocent tone, wh… https://t.co/ByRgcQDsHm"
0,0,0,07,Wed,0,09,>=40,male,non-org,0,0,0,0,@jkelly82 You are awake entirely too early. 😂
1,1,1,01,Wed,1,07,19-29,male,non-org,1,1,1,1,Wish I wasn’t an insomniac https://t.co/LszDXbRtJL
1,1,1,08,Tue,1,03,19-29,male,non-org,1,1,1,1,I’d rather get shot in the head than not sleep another night
0,1,0,17,Wed,0,12,<=18,male,non-org,0,0,0,0,@WadeJo8 It was better than yesterday lol.  Got a good night sleep which helped alot.  And got laundry done this af… https://t.co/cmbnPs9iVZ
1,0,0,16,Mon,0,12,<=18,male,non-org,0,0,0,0,"@TraceyW55954234 True.  I couldn't work nights, I'm nearly dying at 9:00 p.m. I do wake up early every day though,… https://t.co/onoDVNxGGA"
1,0,0,17,Sat,0,07,<=18,male,non-org,0,0,0,0,@WadeJo8 I'm sure since you have to wake up so early.  I'm awake about an hour before I have to leave.  I can't rus… https://t.co/rwX3pkfIYo
0,1,0,01,Thu,0,12,<=18,male,non-org,0,0,0,0,let’s see if i actually get up for my 9am alarm or end up sleeping till noon like the last three days!!
0,1,0,02,Sat,1,02,<=18,male,non-org,0,0,0,0,ever since my boss been putting me on closing shifts I’m used to falling asleep late again and I struggle to wake u… https://t.co/kxDXPv3upH
0,0,0,14,Sat,0,07,19-29,male,non-org,0,0,0,0,@Nightris_ I promise to not fall asleep on discord
0,0,0,19,Thu,0,12,>=40,male,non-org,0,0,0,0,"@nayhomes ""let me show you the world my child"" *falls asleep in tree*"
1,1,1,02,Fri,1,12,<=18,male,non-org,1,1,1,1,"Can't sleep, who is up? #insomnia"
1,1,1,01,Tue,1,09,<=18,male,non-org,1,1,1,1,"Can't sleep, will @happyendings ever return? #happyendings https://t.co/6RFzVJ15cU"
1,1,1,03,Sat,1,12,19-29,female,non-org,1,1,1,1,I got home from work 5 hours ago and I haven’t slept cuz I’ve been having a two hour long panic attack/migraine com… https://t.co/CJP826cFuI
1,1,1,03,Sat,1,12,30-39,male,non-org,1,1,1,1,I accidentally didn’t sleep yet... work is gonna be fun in 4 hours https://t.co/kHW5utsCaP
0,0,0,23,Tue,0,02,30-39,male,non-org,0,0,0,0,Someone remind me to wake up early and preorder this plz! 😱
1,1,1,20,Tue,1,12,<=18,male,non-org,1,1,1,1,Iunno my brain is on n off in fighting  games mainly because I don't sleep much I'm never truly at %100 ...some mat… https://t.co/LJMG8EhUpb
0,0,0,00,Mon,0,07,<=18,male,non-org,0,0,0,0,I don't understand how people can sleep with clothes on
0,1,0,00,Sun,0,07,>=40,female,non-org,0,0,0,0,I’ve been sleeping on my back more lately for this little fur ball.  Happy kitty #Catmom #Vancouver #CatsOfTwitter https://t.co/sRLrldyjBa
1,0,1,13,Sun,1,07,>=40,female,is-org,1,1,1,1,"All considering my sleepless week with 😿 Cimi’s passing, I came home with a silver medal for 2nd Place in my Catego… https://t.co/EWxxOWRWCa"
0,0,0,15,Sun,0,07,>=40,male,non-org,0,0,0,0,"@Catelli2Oh So, now that you’re in the Great Outdoors®, you’re sleepless…?"
1,1,1,02,Wed,1,12,>=40,male,non-org,1,1,1,1,"Well my skin hurts, all of it. I'm on fire with pain. No sleep tonight."
0,1,0,11,Wed,0,12,<=18,male,non-org,0,0,0,0,"Imagine falling asleep mid sentence at the age of 25. That’s wild. So imagine your brain at the age of 40, cause so… https://t.co/C3wMtbpf5l"
0,0,0,21,Sun,0,07,30-39,male,non-org,0,0,0,0,"@alixandraaa_ I have no problem sleeping in until 10 am still, love it lol"
0,0,0,11,Fri,0,11,30-39,male,non-org,0,0,0,0,@PauliesSleepers Traded him for Jamal Williams this week as I have Aaron Jones
0,0,0,00,Fri,0,11,30-39,male,non-org,0,0,0,0,@FF_Terminator @PauliesSleepers Quite the Thursday night huh
1,1,1,01,Tue,1,07,19-29,female,non-org,1,1,1,1,i cant sleep bc i’m too emo about having to leave him for a week who am i wtf is going on
0,1,1,00,Mon,1,12,19-29,female,non-org,1,1,1,1,I always sleep too much on the weekend and then I cant fall asleep when I work early 🤦🏼‍♀️
0,0,0,03,Mon,0,07,19-29,female,non-org,0,0,0,0,@Insomnia_64 @wandakunpls Es pan con trozos de Aguacate por encima. No se porque le ponen que es algo de mileniales… https://t.co/M0Ekh4fx86
1,1,0,14,Mon,1,07,19-29,female,non-org,1,1,0,1,Well I was gonna stream today but had trouble sleeping and was feeling sick. Feel better now but not in the mood to… https://t.co/xmtTTc9RIO
0,0,0,07,Tue,0,12,19-29,female,non-org,0,0,0,0,"I can't trust the ferrets to be out when I'm sleeping unsupervised. They get under the bed, climb their cage and I… https://t.co/HOpxW0eEya"
1,0,0,23,Tue,0,07,30-39,female,non-org,0,0,0,0,"Steve and I, two nights ago: “It’s too hot at night, let’s take off the comforter and just sleep with the sheet.”… https://t.co/tXYs5zuuVH"
1,1,0,06,Mon,1,12,19-29,male,non-org,1,1,1,1,i Can't sleep thinking about #Yemen &amp; #Syria. #USA must force $Saudi &amp; z Gulf country to stop  the illegal wars w/o… https://t.co/swUgTHMms6
0,0,0,02,Thu,0,07,30-39,female,non-org,0,0,0,0,The feet of a #ZSHQ soldyer who is at work chasing zombs even in my sleep! 💤 #CaptSophie RaaaAAAAA! 👊🏻 https://t.co/XzAfJfZGlX
0,0,0,02,Thu,0,12,<=18,male,non-org,0,0,0,0,When you fall asleep at 8:30 and don’t get to say goodnight to babe. https://t.co/8mzUxYQLpg
0,0,0,10,Thu,0,12,30-39,male,non-org,0,0,0,0,@allan_paxton @insomniacgames I dunno this will just justify their actions thinking they did this by being annoying and terrible people
1,1,1,07,Thu,1,12,<=18,male,non-org,1,1,1,1,Holy I am tired today. Not the best of sleeps last night. @.@
1,1,0,11,Thu,1,12,19-29,male,non-org,1,0,0,0,This is fucking true and I’m smoking it right now and I usually smoke it every night to try and sleep and when I do… https://t.co/4EZ98a2QA9
1,1,0,00,Sun,0,07,<=18,female,non-org,1,1,0,1,about to go to bed and jer’s like “wanna have a race?” 😂 Sakes I wish I could fall asleep fast
0,0,1,01,Thu,0,12,<=18,female,non-org,0,0,0,0,Dropped off Ian 3 hours ago and he calls me just bombed. and now he’s sleeping on the phone 🙄😂❤️ geez.
0,0,1,08,Sun,0,07,30-39,female,non-org,0,0,1,0,"@Saucy_Napkin Sunrise early, or the first cup of coffee in dim light, by yourself, while the rest of the house is still asleep early?"
1,0,0,10,Sun,0,07,>=40,male,non-org,0,0,0,0,@SleeplessMarea Thanks Maria!
